birth,brand,code,explain,firm_import,firm_madein,image_link,made_in,material,material2,now_price,origin_price,product,star_score,target
2019-08-01,octette,300724145,classic belt jacket (rose brown),오떼뜨,오떼뜨 / KOREA,nan,KOREA,폴리에스테르 100,폴리에스테르 100,"219,300","258,000",JACKET,0,WOMEN
2019-08-01,octette,300724148,classic belt jacket (brown khaki),오떼뜨,오떼뜨 / KOREA,nan,KOREA,폴리에스테르 100,폴리에스테르 100,"219,300","258,000",JACKET,0,WOMEN
2019-06-01,NYMPHE,300682508,그레이스 맥시,님페,님페 / KOREA,nan,KOREA,"Polyester 95%, Polyurethane 5%","Polyester 95%, Polyurethane 5%",nan,"109,000",MAXIS,0,WOMEN
2019-08-01,octette,300724110,tweed knit jacket (mint),오떼뜨,오떼뜨 / KOREA,nan,KOREA,사종1 아크릴 74 나일론 23 스판 3 / 사종2 램스울 80 나일론 20 / 사종3 폴리 100,사종1 아크릴 74 나일론 23 스판 3 / 사종2 램스울 80 나일론 20 / 사종3 폴리 100,"170,100","189,000",JACKET,0,WOMEN
2019-06-01,NYMPHE,300683192,나탈리 맥시,님페,님페 / KOREA,nan,KOREA,Polyester 95 Polyurethane 5,Polyester 95 Polyurethane 5,"87,200","109,000",MAXIS,0,WOMEN
2018-05-01,NUUY GNASEEL,300473255,GLEN CHECK BANDING HALF PANTS_PINK,누이그나실,누이그나실 / CHINA,nan,CHINA,COTTON 69% POLYESTER 30% SPAN 1%,COTTON 69% POLYESTER 30% SPAN 1%,"30,100","43,000",SHORTS,0,MEN
2018-05-01,NUUY GNASEEL,300473256,GLEN CHECK BANDING HALF PANTS_YELLOW,누이그나실,누이그나실 / CHINA,nan,CHINA,COTTON 69% POLYESTER 30% SPAN 1%,COTTON 69% POLYESTER 30% SPAN 1%,"30,100","43,000",SHORTS,0,MEN
2018-10-08,Nueque,300632633,Oversized wool blazer (Black),Nueque,Nueque / KOREA,nan,KOREA,wool 100%,wool 100%,"272,300","389,000",BLAZER,0,MEN
2019-11-30,NUVO.10,300777339,alpaca hair long coat (Alpaca blend),(주)린컴퍼니,(주)린컴퍼니 / KOREA,nan,KOREA,"울(모)44%,알파카40%,나일론16%","울(모)44%,알파카40%,나일론16%",nan,"589,000",COAT,0,WOMEN
2018-10-08,Nueque,300632632,Oversized wool blazer (Brown),Nueque,Nueque / KOREA,nan,KOREA,"wool 85%, viscose 15%","wool 85%, viscose 15%","272,300","389,000",BLAZER,0,MEN
2018-10-12,NOUVENE,300807459,Ace New Long Duck Down Dark (UNISEX) Green,누엔,누엔 / CHINA,nan,CHINA,Polyester 100%<br>Down 80%<br>Feather 20%,Polyester 100%<br>Down 80%<br>Feather 20%,"149,000","298,000",PADDING,0,WOMEN
2020-01-03,Oct.3,300843516,V-neck Check Tweed Dress [Black] ,OCT.3,OCT.3 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,nan,"154,000",MINIS,0,WOMEN
2018-10-12,NOUVENE,300807460,Ace New Long Duck Down (UNISEX) Black,누엔,누엔 / CHINA,nan,CHINA,Polyester 100%<br>Down 80%<br>Feather 20%,Polyester 100%<br>Down 80%<br>Feather 20%,"149,000","298,000",PADDING,0,WOMEN
2018-11-22,NOUVENE,300807430,Ace New Long Duck Down (UNISEX) Black,NOUVENE,NOUVENE / CHINA,nan,CHINA,Polyester 100%,Polyester 100%,"149,000","298,000",PADDING,0,WOMEN
2018-09-20,NOUVMAREE,300807705,Alan Wool Double Coat Black,NOUVMAREE,NOUVMAREE / KOREA,nan,KOREA,WOOL 100%,WOOL 100%,"488,600","698,000",COAT,0,WOMEN
2019-10-08,Oct.3,300774403,Velvet & Chiffon Ribbon Blouse [Black],옥토버써드,옥토버써드 / KOREA,nan,KOREA,polyester 100%,polyester 100%,"134,100","149,000",BLOUSE,0,WOMEN
2019-10-08,Oct.3,300774412,Collar & Square Neck Half Dress [Beige],옥토버써드,옥토버써드 / KOREA,nan,KOREA,"tencel 70%, rayon 28%, span 2%/ polyester 100%","tencel 70%, rayon 28%, span 2%/ polyester 100%","112,500","125,000",MINIS,0,WOMEN
2019-10-21,Obsess,300791179,WRINKLE SKIRT BLACK,OBSESS,OBSESS / KOREA,nan,KOREA,"POLYESTER 95, SPAN 5","POLYESTER 95, SPAN 5",nan,"98,000",LONG SKIRT,0,WOMEN
2019-12-24,Oct.3,300829724,Reversible NASA Ma-1 Jumper [Navy/Silver],OCT.3,OCT.3 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,nan,"176,000",PADDING,0,WOMEN
2019-10-21,Obsess,300782938,SCARF DRESS BLACK,OBSESS,OBSESS / KOREA,nan,KOREA,CUPRA100,CUPRA100,nan,"259,000",MAXIS,0,WOMEN
2019-10-21,Obsess,300787182,SCARF DRESS PINK ,OBSESS,OBSESS / KOREA,nan,KOREA,CUPRA100,CUPRA100,nan,"259,000",MAXIS,0,WOMEN
2020-01-03,Oct.3,300843512,V-neck Check Tweed Dress [White] ,OCT.3,OCT.3 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,nan,"154,000",MINIS,0,WOMEN
2019-10-21,Obsess,300791401,BLOSSOM BLOUSE WHITE,OBSESS,OBSESS / KOREA,nan,KOREA,"COTTON 58, NYLON37, POLYURETHANE 5","COTTON 58, NYLON37, POLYURETHANE 5",nan,"89,000",BLOUSE,0,WOMEN
2019-10-21,Obsess,300791015,WRINKLE SKIRT BEIGE,OBSESS,OBSESS / KOREA,nan,KOREA,"POLYESTER 95, SPAN 5","POLYESTER 95, SPAN 5",nan,"98,000",LONG SKIRT,0,WOMEN
2018-03-30,NUDE BONES,300445151,Women's Dylan Rider Jacket,nudebones,nudebones / KOREA,nan,KOREA,Cowhide 소가죽,Cowhide 소가죽,"318,000","458,000",LEATHER JACKET,0,WOMEN
2018-03-30,NUDE BONES,300445150,Women's Lambskin Button Up,nudebones,nudebones / KOREA,nan,KOREA,Lamskin 양가죽,Lamskin 양가죽,"288,000","428,000",LEATHER JACKET,0,WOMEN
2018-09-20,NOUVMAREE,300807707,Alan Wool Double Coat Grey,NOUVMAREE,NOUVMAREE / KOREA,nan,KOREA,WOOL 100%,WOOL 100%,"488,600","698,000",COAT,0,WOMEN
2018-03-30,NUDE BONES,300445152,Mustang Jacket,nudebones,nudebones / KOREA,nan,KOREA,Cowhide 소가죽,Cowhide 소가죽,"328,000","468,000",LEATHER,0,MEN
2018-10-12,NOUVENE,300807458,Ace New Long Duck Down (UNISEX) Brown,누엔,누엔 / CHINA,nan,CHINA,Polyester 100%<br>Down 80%<br>Feather 20%,Polyester 100%<br>Down 80%<br>Feather 20%,"149,000","298,000",PADDING,0,WOMEN
2018-10-12,NOUVENE,300809045,Dayday Short Duck Down_4colors,누엔,누엔 / CHINA,nan,CHINA,Polyester 100%<br>Down 80%<br>Feather 20%,Polyester 100%<br>Down 80%<br>Feather 20%,"124,000","248,000",PADDING,0,WOMEN
2019-09-01,NOUVMAREE,300808763,Collarless Belted Jacket - BEIGE,누마레(NOUVMAREE),누마레(NOUVMAREE) / KOREA,nan,KOREA,WOOL 85% SILK 15%,WOOL 85% SILK 15%,"538,200","598,000",JACKET,0,WOMEN
2018-03-30,NUDE BONES,300445154,Dylan Rider Jacket ,nudebones,nudebones / KOREA,nan,KOREA,Cowhide 소가죽,Cowhide 소가죽,"328,000","468,000",LEATHER,0,MEN
2018-03-30,NUDE BONES,300445153,Mustang Z-type Jacket ,nudebones,nudebones / KOREA,nan,KOREA,Cowhide 소가죽,Cowhide 소가죽,"328,000","468,000",LEATHER,0,MEN
2016-03-01,NOYB,300240186,Puff Sleeve Blouse,NOYB,NOYB / KOREA,nan,KOREA,COTTON100%,COTTON100%,"50,400","168,000",SHIRTS,0,WOMEN
2019-08-01,NU PARCC,300768826,Half Block Coat_BK,누팍,누팍 / KOREA,nan,KOREA,70% Wool30% Polyester,70% Wool30% Polyester,"257,400","286,000",COAT,0,WOMEN
2019-08-01,NU PARCC,300768831,Half Block Coat_KH,누팍,누팍 / KOREA,nan,KOREA,70% Wool30% Polyester,70% Wool30% Polyester,"257,400","286,000",COAT,0,WOMEN
2019-08-01,NU PARCC,300768828,Fur Sleeve Padding,누팍,누팍 / KOREA,nan,KOREA,100% CottonPadded DenimLining : 100% PolyesterFur: Fake Mink,100% CottonPadded DenimLining : 100% PolyesterFur: Fake Mink,"378,000","420,000",COAT,0,WOMEN
2019-08-01,NU PARCC,300768827,Fur Sleeve Coat,누팍,누팍 / KOREA,nan,KOREA,"90% Wool, 10% NylonLining : 100% PolyesterFur: Fake Raccoon","90% Wool, 10% NylonLining : 100% PolyesterFur: Fake Raccoon","378,000","420,000",COAT,0,WOMEN
2019-08-01,NU PARCC,300768832,Box Collar Coat_BK,누팍,누팍 / KOREA,nan,KOREA,90% Wool10% RayonLining : 100% Polyester,90% Wool10% RayonLining : 100% Polyester,"288,000","320,000",COAT,0,WOMEN
2019-08-30,NONLOCAL,300745140,Handmade Coat - Camel,NONLOCAL,NONLOCAL / KOREA,nan,KOREA,"Outsheel Wool 51% ,Polyester 49% Lining Polyester 100%","Outsheel Wool 51% ,Polyester 49% Lining Polyester 100%","167,600","419,000",COAT,0,WOMEN
2019-10-01,NONLOCAL,300794035,Wool Double-Breasted Long Coat - Grey,NONLOCAL,NONLOCAL / KOREA,nan,KOREA,"Outsheel: Wool 30% ,Polyester :70%, Lining: Polyester 100%","Outsheel: Wool 30% ,Polyester :70%, Lining: Polyester 100%","175,050","389,000",COAT,0,WOMEN
2018-11-01,NONANDNON,300592943,Logo hood Zipup (Navy),NONANDNON,NONANDNON / KOREA,nan,KOREA,COTTON60 POLYESTER40,COTTON60 POLYESTER40,"56,700","63,000",HOODIES,0,WOMEN
2018-11-01,NONANDNON,300592944,Logo hood Zipup (Brown),NONANDNON,NONANDNON / KOREA,nan,KOREA,COTTON60 POLYESTER40,COTTON60 POLYESTER40,"56,700","63,000",HOODIES,0,WOMEN
2018-11-01,NONANDNON,300592945,Logo hood Zipup (Black),NONANDNON,NONANDNON / KOREA,nan,KOREA,COTTON60 POLYESTER40,COTTON60 POLYESTER40,"56,700","63,000",HOODIES,0,WOMEN
2017-08-02,NOUVEAU AND MORE,300352905,Khaki oversize short sleeve,NAVY SCANDAL,NAVY SCANDAL / KOREA,nan,KOREA,polyester 98% / span 2%,polyester 98% / span 2%,nan,"29,000",SHORT-SLEEVE TEE,0,MEN
2019-02-27,NUISSUE,300612958,RUFFLE OFF SHOULDER BLOUSE WHITE,NUISSUE,NUISSUE / KOREA,nan,KOREA,COTTON 100,COTTON 100,"59,000","118,000",BLOUSE,0,WOMEN
2019-08-19,NOIR,300731723,Me Coat,느와,느와 / KOREA,nan,KOREA,"1. Polyester 85%, Rayon 11%, Polyurethane 4%","1. Polyester 85%, Rayon 11%, Polyurethane 4%","148,800","248,000",COAT,0,WOMEN
2019-02-27,NUISSUE,300612921,EASY POCKET SWEATPANTS BLACK,NUISSUE,NUISSUE / KOREA,nan,KOREA,COTTON 95 SPAN 5,COTTON 95 SPAN 5,"40,000","80,000",SWEATPANTS,0,WOMEN
2019-08-19,NOIR,300723998,Benjamin Coat,느와,느와 / KOREA,nan,KOREA,1. Cotton 100%,1. Cotton 100%,"147,000","245,000",COAT,0,WOMEN
2017-08-01,NOUVEAU AND MORE,300352904,Denim short sleeve,NAVY SCANDAL,NAVY SCANDAL / KOREA,nan,KOREA,cotton 100%,cotton 100%,nan,"29,000",SHORT-SLEEVE TEE,0,MEN
2019-02-27,NUISSUE,300612965,FRUITY COLOR BASIC SHIRTS SKY,NUISSUE,NUISSUE / KOREA,nan,KOREA,RAYON 65COTTON 35,RAYON 65  COTTON 35,"81,200","116,000",SHIRTS,0,WOMEN
2019-02-27,NUISSUE,300612962,CLEAN HOODY BLOUSE WHITE,NUISSUE,NUISSUE / KOREA,nan,KOREA,COTTON 100,COTTON 100,"100,800","144,000",BLOUSE,0,WOMEN
2019-02-27,NUISSUE,300612969,FRUITY COLOR BASIC SHIRTS LEMON,NUISSUE,NUISSUE / KOREA,nan,KOREA,RAYON 65COTTON 35,RAYON 65  COTTON 35,"81,200","116,000",SHIRTS,0,WOMEN
2019-10-25,NOIR,300792343,H Dress,느와,느와 / KOREA,nan,KOREA,"1. Cotton 60%, Nylon 40%2. Polyester 100%3.Wool 60%, Acrylic 40%, Nylon 20%","1. Cotton 60%, Nylon 40%2. Polyester 100%3.Wool 60%, Acrylic 40%, Nylon 20%","90,300","129,000",MINIS,0,WOMEN
2019-11-01,NOMINATE,300785435,[EXCLUSIVE] Italian Wool NEW A-LINE HALF COAT,NOMINATE,NOMINATE / KOREA,nan,KOREA,WOOL 90% NYLON 10%,WOOL 90% NYLON 10%,"257,400","286,000",COAT,0,WOMEN
2019-12-30,NOTHING WRITTEN,300833573,Goose down Puffer (Black),nothingwritten,nothingwritten / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,nan,"398,000",PADDING,0,WOMEN
2019-12-09,NOTHING WRITTEN,300825656,Fox cardigan sweater (Oatmeal),NOTHING WRITTEN,NOTHING WRITTEN / KOREA,nan,KOREA,"RACCOON 25%, FOX 25%, WOOL 25%, NYLON 25%","RACCOON 25%, FOX 25%, WOOL 25%, NYLON 25%",nan,"198,000",CARDIGAN,0,WOMEN
2019-11-30,NOTHING WRITTEN,300825663,Soft alpaca sweater (Off white),NOTHING WRITTEN,NOTHING WRITTEN / KOREA,nan,KOREA,"ALPACA 44%, NYLON 31%, WOOL 15%, RAYON 10%","ALPACA 44%, NYLON 31%, WOOL 15%, RAYON 10%",nan,"158,000",PULLOVER,0,WOMEN
2019-09-27,NOTA,300754839,ECOFUR DOUBLE POCKET JACKET IVORY,노타(NOTA),노타(NOTA) / KOREA,nan,KOREA,SHELL POLYESTER 100% LINING POLYESTER 92% SPAN 8%,SHELL POLYESTER 100% LINING POLYESTER 92% SPAN 8%,"193,500","258,000",JACKET,0,WOMEN
2019-12-20,NOTHING WRITTEN,300825681,Belted single wool coat (Dark navy),NOTHING WRITTEN,NOTHING WRITTEN / KOREA,nan,KOREA,LAMBSWOOL 100%,LAMBSWOOL 100%,nan,"489,000",COAT,0,WOMEN
2019-12-09,NOTHING WRITTEN,300825653, Fox cardigan sweater (Mocha),NOTHING WRITTEN,NOTHING WRITTEN / KOREA,nan,KOREA,"RACCOON 25%, FOX 25%, WOOL 25%, NYLON 25%","RACCOON 25%, FOX 25%, WOOL 25%, NYLON 25%",nan,"198,000",CARDIGAN,0,WOMEN
2019-09-27,NOTA,300754850,REVERSE HAND YELLOW CHECK DOUBLE LONG COAT BROWN,노타(NOTA),노타(NOTA) / KOREA,nan,KOREA,SHELL WOOL 90% NYLON 10%,SHELL WOOL 90% NYLON 10%,"348,600","498,000",COAT,0,WOMEN
2019-09-30,NOTA,300754815,V-NECK YAK SEMI CROP KNIT TOP MUD,노타(NOTA),노타(NOTA) / KOREA,nan,KOREA,SHELL ACRYLIC 44% WOOL 10% YAK 5% NYLON 37% SPAN 4%,SHELL ACRYLIC 44% WOOL 10% YAK 5% NYLON 37% SPAN 4%,"117,600","168,000",PULLOVER,0,WOMEN
2019-09-24,NOTA,300754846,VINTAGE CHECK DAILY JACKET GREEN,노타(NOTA),노타(NOTA) / KOREA,nan,KOREA,SHELL POLYESTER 65% RAYON 32% POLYURETHANE 3% LINING POLYESTER 100%,SHELL POLYESTER 65% RAYON 32% POLYURETHANE 3% LINING POLYESTER 100%,"201,000","268,000",JACKET,0,WOMEN
2019-09-24,NOTA,300754723,COMFY PINTUCK WOOL PANTS BROWN,노타(NOTA),노타(NOTA) / KOREA,nan,KOREA,SHELL WOOL 18% POLYESTER 56% RAYON 24% SPAN 2%,SHELL WOOL 18% POLYESTER 56% RAYON 24% SPAN 2%,"103,500","138,000",STRAIGHT,0,WOMEN
2019-12-18,NOIXTE,300845512,DANTE LOOSE FIT TURTLE NECK TOP_CREAM,이오랩,이오랩 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"87,300","97,000",LONG-SLEEVE TEE,0,WOMEN
2018-11-01,NONANDNON,300592939,Stripe diagram Shirt (White),NONANDNON,NONANDNON / KOREA,nan,KOREA,COTTON100,COTTON100,"33,200","83,000",SHIRTS,0,WOMEN
2018-11-01,NONANDNON,300592935,Belt Shirt (White),NONANDNON,NONANDNON / KOREA,nan,KOREA,COTTON100,COTTON100,"30,000","75,000",SHIRTS,0,WOMEN
2019-09-27,NOIXTE,300760135,DANTE STRING VEST_ olive,이오랩,이오랩 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"62,100","69,000",VEST,0,WOMEN
2019-10-25,NOIR,300807679,LW Pants,느와,느와 / KOREA,nan,KOREA,"1. Wool 70%, Nylon 30%","1. Wool 70%, Nylon 30%","50,700","78,000",STRAIGHT,0,WOMEN
2017-10-31,NOIR,300711019,Raw Skirt,NOIR 느와,NOIR 느와 / KOREA,nan,KOREA,Cotton 95% Polyurthane 5%,Cotton 95% Polyurthane 5%,"25,500","85,000",MIDDLE-LENGTH SKIRT,0,WOMEN
2019-12-31,NOIXTE,300845761,BEATRICE  WOOL CHECK JACKET ,이오랩,이오랩 / KOREA,nan,KOREA,WOOL 85% NYLON 15%,WOOL 85% NYLON 15%,"321,300","357,000",JACKET,0,WOMEN
2018-07-12,NOIRER,300493003,Flower Wool Gurkha Wrap Skirt 플라워 울 구르카 랩 스커트,noirer,noirer / KOREA,nan,KOREA,Wool 100%,Wool 100%,"166,500","185,000",MIDDLE-LENGTH SKIRT,0,WOMEN
2019-11-24,NOIXTE,300833957,BEATRICE ANGORA WOOL COAT_ CREAM BEIGE,이오랩,이오랩 / KOREA,nan,KOREA,WOOL 100,WOOL 100,"377,100","419,000",COAT,0,WOMEN
2019-09-16,NOHANT,300746752,NEWYORK SWEATSHIRT GRAY,nohant (노앙),nohant (노앙) / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,nan,"78,000",LONG-SLEEVE TEE,0,WOMEN
2019-02-08,NOIXTE,300599115,INSOMNIA STRUCTURED SHORT JACKET,이오랩,이오랩 / KOREA,nan,KOREA,COTTON 61% NYLON 39%,COTTON 61% NYLON 39%,"141,750","189,000",JACKET,0,WOMEN
2018-09-27,NOHANT,300527262,MIXBREASTED COAT GRAY,주식회사 노앙,주식회사 노앙 / KOREA,nan,KOREA,Wool 90% Nylon 10%,Wool 90% Nylon 10%,"364,000","728,000",COAT,0,WOMEN
2019-10-18,NOHANT,300775874,LAYERED PADDING TRENCH COAT BEIGE,nohant (노앙),nohant (노앙) / KOREA,nan,KOREA,Nylon 86% Polyurethane 14% / Polyester 100%,Nylon 86% Polyurethane 14% / Polyester 100%,"418,600","598,000",PADDING,0,WOMEN
2017-09-20,NOMA,300373733,17FW FAKE LEATHER LONG COAT - IVORY,NOMA,NOMA / KOREA,nan,KOREA,PU 35 COTTON 15 RAYON 35 POLY 15,PU 35 COTTON 15 RAYON 35 POLY 15,"235,400","428,000",COAT,0,WOMEN
2018-09-27,NOHANT,300527290,OVERSIZED WOOL SHIRT-COAT BEIGE,주식회사 노앙,주식회사 노앙 / KOREA,nan,KOREA,Wool 90% Nylon 10%,Wool 90% Nylon 10%,"339,000","678,000",COAT,0,WOMEN
2019-11-01,NILBY P,300791978,19WN winter casual jacket,NILBY P,NILBY P / KOREA,nan,KOREA,wool 70% / poly 15% / nylon 15%,wool 70% / poly 15% / nylon 15%,nan,"198,000",JACKET,0,WOMEN
2019-10-01,NICK&NICOLE,300835769,FUR LONG PADDING COAT_NAVY,NICK&NICOLE,NICK&NICOLE / KOREA,nan,KOREA,겉감-NYLON 100% / 안감-POLYESTER 100%,겉감-NYLON 100% / 안감-POLYESTER 100%,"209,300","299,000",PADDING,0,WOMEN
2019-11-01,NILBY P,300792068,19WN winter basic coat [BK],NILBY P,NILBY P / KOREA,nan,KOREA,wool 97% / span 3%,wool 97% / span 3%,nan,"339,000",COAT,0,WOMEN
2019-10-09,NIGHT FLOW,300773958,Night Flow Patterned Fur Zip-Up Jacket,NIGHTFLOW,NIGHTFLOW / KOREA,nan,KOREA,"80% ACYRIC, 20% POLYESTER","80% ACYRIC, 20% POLYESTER","217,000","310,000",JACKET,0,WOMEN
2019-11-06,NORDIC ISLAND,300792526,Fleece Blanteau - Navy,(주)께끼,(주)께끼 / KOREA,nan,KOREA,"겉감 : 폴리에스테르 100%, 립감 : 면 100%","겉감 : 폴리에스테르 100%, 립감 : 면 100%","19,500","39,000",COAT,0,WOMEN
2019-10-09,NIGHT FLOW,300773965,Like A Wolfskin Fur Zip-Up Jacket,NIGHTFLOW,NIGHTFLOW / KOREA,nan,KOREA,"80% ACYRIC, 20% POLYESTER","80% ACYRIC, 20% POLYESTER","217,000","310,000",JACKET,0,WOMEN
2019-11-06,NORDIC ISLAND,300792521,Plaid Blanteau - Navy,(주)께끼,(주)께끼 / KOREA,nan,KOREA,"겉감 : 아크릴 100%, 립감 : 면 100%","겉감 : 아크릴 100%, 립감 : 면 100%","22,500","45,000",COAT,0,WOMEN
2019-11-06,NORDIC ISLAND,300792525,Plaid Blanteau - Burgundy,(주)께끼,(주)께끼 / KOREA,nan,KOREA,"겉감 : 아크릴 100%, 립감 : 면 100%","겉감 : 아크릴 100%, 립감 : 면 100%","22,500","45,000",COAT,0,WOMEN
2019-11-06,NORDIC ISLAND,300792513,Plaid Blanteau - Gray,(주)께끼,(주)께끼 / KOREA,nan,KOREA,"겉감 : 아크릴 100%, 립감 : 면 100%","겉감 : 아크릴 100%, 립감 : 면 100%","22,500","45,000",COAT,0,WOMEN
2019-10-01,NORDIC ISLAND,300792535,Fleece Blanteau - Beige,(주)께끼,(주)께끼 / KOREA,nan,KOREA,"겉감 : 폴리에스테르 100%, 립감 : 면 100%","겉감 : 폴리에스테르 100%, 립감 : 면 100%","19,500","39,000",COAT,0,WOMEN
2019-10-01,NIKE,300780145,[BV3007-492] AS W NSW NSP OVERALLS WVN,NIKE inc.,NIKE inc. / VIETNAM,nan,VIETNAM,몸판: 100% 나일론,몸판: 100% 나일론,"90,300","129,000",Bottom,0,WOMEN
2019-09-01,NIKE,300779322,[BV5131-010] AS W NSW AIR CREW SATIN,Nike inc.,Nike inc. / VIETNAM,nan,VIETNAM,"몸판: 폴리에스테르 92%, 스판덱스 8%","몸판: 폴리에스테르 92%, 스판덱스 8%","59,500","85,000",TOPS,0,WOMEN
2019-10-01,NIKE,300777913,[AH3363-010] AS W NSW LGGNG CLUB HW,Nike inc.,Nike inc. / CHINA,nan,CHINA,92% 면/8% 스판덱스,92% 면/8% 스판덱스,"34,300","49,000",Bottom,0,WOMEN
2019-09-01,NIKE,300779428,[BV3934-011] AS W NSW SWSH CREW FLC BB,Nike inc.,Nike inc. / CHINA,nan,CHINA,80% 면/20% 폴리에스테르,80% 면/20% 폴리에스테르,"55,300","79,000",TOPS,0,WOMEN
2019-12-27,NCOVER,300833002,[N]Original small logo fleece anorak-ivory,NCOVER,NCOVER / KOREA,nan,KOREA,"POLY 80% , ACRYLIC 20%","POLY 80% , ACRYLIC 20%",nan,"89,000",JACKET,0,WOMEN
2018-04-01,NOCOUNT,300457552,PLEATS SKIRT_Black,NOCOUNT,NOCOUNT / KOREA,nan,KOREA,Polyester 100%,Polyester 100%,"134,100","149,000",MIDDLE-LENGTH SKIRT,0,WOMEN
2018-04-01,NOCOUNT,300457547,TRENCH DRESS_Beige,NOCOUNT,NOCOUNT / KOREA,nan,KOREA,Cotton 48% Nalon 12% Polyester 40%,Cotton 48% Nalon 12% Polyester 40%,"170,100","189,000",MAXIS,0,WOMEN
2019-10-17,nofficialnoffice,300775101,CANDY SLEEVES TURTLENECK BLACK,NOFFICIALNOFFICE,NOFFICIALNOFFICE / KOREA,nan,KOREA,"RAYON 95%, SPAN 5%","RAYON 95%, SPAN 5%",nan,"47,000",LONG-SLEEVE TEE,0,WOMEN
2019-10-17,nofficialnoffice,300775112,SILKY BACKLESS TOP BLACK,NOFFICIALNOFFICE,NOFFICIALNOFFICE / KOREA,nan,KOREA,"RAYON 50%, POLYESTER 50%","RAYON 50%, POLYESTER 50%",nan,"68,000",BLOUSE,0,WOMEN
2019-10-17,nofficialnoffice,300775116,LAYERED SKIRT PANTS NAVY,NOFFICIALNOFFICE,NOFFICIALNOFFICE / KOREA,nan,KOREA,"POLYESTER 70%, RAYON 20%, WOOL 7%, POLYURETHANE 3%","POLYESTER 70%, RAYON 20%, WOOL 7%, POLYURETHANE 3%",nan,"137,000",WIDE LEG,0,WOMEN
2019-10-17,nofficialnoffice,300775109,SILKY BACKLESS TOP BLUE GREEN,NOFFICIALNOFFICE,NOFFICIALNOFFICE / KOREA,nan,KOREA,"RAYON 50%, POLYESTER 50%","RAYON 50%, POLYESTER 50%",nan,"68,000",BLOUSE,0,WOMEN
2018-04-01,NOCOUNT,300457549,TRENCH DRESS_Sora,NOCOUNT,NOCOUNT / KOREA,nan,KOREA,Cotton 48% Nalon 12% Polyester 40%,Cotton 48% Nalon 12% Polyester 40%,"170,100","189,000",MAXIS,0,WOMEN
2019-10-17,nofficialnoffice,300775118,LAYERED SKIRT PANTS BLACK,NOFFICIALNOFFICE,NOFFICIALNOFFICE / KOREA,nan,KOREA,"POLYESTER 60%, RAYON 30%, WOOL 10%","POLYESTER 60%, RAYON 30%, WOOL 10%",nan,"137,000",WIDE LEG,0,WOMEN
2019-09-10,NEANMOINS,300769603,HALF BELTED DOUBLE FRONT WOOL PANTS,네엉무앙(neanmoins),네엉무앙(neanmoins) / KOREA,nan,KOREA,겉감:Wool80%/Polyester20% from Italy(Camel) 안감:Viscose50%/Polyester50%(White),겉감:Wool80%/Polyester20% from Italy(Camel) 안감:Viscose50%/Polyester50%(White),"512,550","603,000",STRAIGHT,0,WOMEN
2018-10-01,NCOVER,300534827,Rubber fleece jacket -4color,ncover,ncover / KOREA,nan,KOREA,poly 80% acrylic 20%,poly 80% acrylic 20%,"53,000","89,000",JUMPER,0,WOMEN
2018-10-01,NCOVER,300534828,Rubber fleece hoodie zipup -5color,ncover,ncover / KOREA,nan,KOREA,poly 80% acrylic 20%,poly 80% acrylic 20%,"59,000","99,000",HOODIES,0,WOMEN
2019-09-10,NEANMOINS,300771207,MIXED CASHMERE WOOL SLIT BACK COAT WITH LEATHER,네엉무앙(neanmoins),네엉무앙(neanmoins) / KOREA,nan,KOREA,"겉감:Lambskin100% from Italy(Black), Cashmere7%/Wool93%(Gray)안감:Viscose50%/Polyester50%(Black)","겉감:Lambskin100% from Italy(Black), Cashmere7%/Wool93%(Gray)  안감:Viscose50%/Polyester50%(Black)","1,113,500","1,310,000",COAT,0,WOMEN
2019-09-01,NASTYKICK,300761314,[NF] CARGO MINI SKIRT (BLK)(19FW-F701),하이퍼라운드,하이퍼라운드 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"45,000",MINI SKIRT,0,WOMEN
2018-04-30,NASTY HABIT,300460011,18SS_BIG SHOULDER CHECK JACKET,NASTY HABIT,NASTY HABIT / KOREA,nan,KOREA,[Upper] Polyester 50 Acrylic 50 [Lining] Polyester 100,[Upper] Polyester 50 Acrylic 50 [Lining] Polyester 100,nan,"320,000",JACKET,0,WOMEN
2019-09-01,NASTYKICK,300771352,[NF] FANCY FLEECE JACKET (BLK)(19FW-F603),HYPERROUND,HYPERROUND / CHINA,nan,CHINA,polyester 100%,polyester 100%,nan,"79,000",JACKET,0,WOMEN
2019-06-27,NANCYBOO,300715111,NANCYBOO TWEED FOR SKIRT,NANCYBOO,NANCYBOO / KOREA,nan,KOREA,TWEED 100%,TWEED 100%,"736,200","818,000",MINI SKIRT,0,WOMEN
